SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,ECO_LAT,ECO_LONG,r50_EcoReach_km,r50_Area_km2,r50_DevelopedHigh2011,r50_DevelopedMed2011,r50_DevelopedLow2011,r50_DevelopedOpen2011,r50_BarrenLand2011,r50_DeciduousForest2011,r50_EvergreenForest2011,r50_MixedForest2011,r50_GrasslandHerb2011,r50_ShrubScrub2011,r50_CultivatedCrops2011,r50_PastureHay2011,r50_WoodyWetlands2011,r50_EmerHerbWetlands2011,r50_OpenWater2011,r50_SumAreaNLCD2011,r50_UrbanLMH2011,r50_CanopyCover2011,r50_Imperviousness2011,r50_Dev_CommServices2012,r50_Dev_IndusMilitary2012,r50_Dev_MajorTransp2012,r50_Dev_Other2012,r50_Dev_Recreation2012,r50_Dev_ResidHigh2012,r50_Dev_ResidLowMed2012,r50_SemiDev_AnthroOth2012,r50_SemiDev_UrbHigh2012,r50_SemiDev_UrbLowMed2012,r50_Prod_Crops2012,r50_Prod_GrazingPot2012,r50_Prod_Mining2012,r50_Prod_PastureHay2012,r50_LowUse2012,r50_VeryLowUse_Conserv2012,r50_Water2012,r50_Wetlands2012,r50_SumAreaNWALT2012,r50_Total_Urban,r50_Total_Ag,r50_HousDensityBLK2010,r50_PopDensityBLK2010,r50_RoadDensity2013,r50_RoadDensity2014,r50_RoadDensity2015,r50_RoadDensity2016,r50_RoadDensity2017
374336122095801,T374336122095801,CA_SanLeandro,CSQA,SAN LEANDRO C A ALVARADO ST A SAN LEANDRO CA,37.72666,-122.166509,2.060,0.209,7.50,35.00,41.25,16.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216000,,24.63,44.79,32.14,8.93,10.71,0.00,7.14,41.07,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,201600,100.00,0.00,2053.519,4575.655,,,,,8023.725
374708122132801,T374708122132801,CA_Sausal,CSQA,SAUSAL C A OAKLAND CA,37.785955,-122.224234,1.008,0.102,0.00,50.00,34.75,15.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106200,,27.98,42.97,10.71,0.00,0.00,0.00,0.00,89.29,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,100800,100.00,0.00,2253.225,7103.312,,,,,8414.487
374933122001301,T374933122001301,CA_SanRamonDan,CSQA,SAN RAMON C A LA GONDA WAY A DANVILLE CA,37.827446,-122.005353,1.942,0.199,3.13,26.34,31.70,38.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201600,,19.99,32.66,55.93,0.00,10.17,0.00,0.00,8.47,25.42,,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,212400,100.00,0.00,447.072,1014.672,,,,,11641.060
375220122104201,T375220122104201,CA_SanPabloMor,CSQA,SAN PABLO C A MORAGA WAY A ORINDA CA,37.86456,-122.17271,0.646,0.069,0.00,0.00,9.59,76.71,0.00,0.00,0.00,13.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65700,,63.00,6.45,0.00,0.00,5.26,0.00,0.00,0.00,78.95,,15.79,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,68400,100.00,0.00,415.163,1028.339,,,,,6069.245
375257122050001,T375257122050001,CA_LasTrampas,CSQA,LAS TRAMPAS C A LAFAYETTE CA,37.87964,-122.10079,1.305,0.129,0.00,2.10,3.50,89.51,0.00,0.00,0.00,4.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128700,,61.08,5.82,0.00,0.00,0.00,0.00,0.00,0.00,97.30,,2.70,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,133200,100.00,0.00,228.240,614.608,,,,,7664.052
375312122113501,T375312122113501,CA_SanPabloOr,CSQA,SAN PABLO C A ORINDA CA,37.887217,-122.1934,1.320,0.135,16.67,38.67,21.33,20.67,0.00,0.00,0.00,0.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,135000,,24.93,49.09,30.77,0.00,53.85,0.00,7.69,0.00,0.00,,7.69,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,140400,100.00,0.00,47.913,118.044,,,,,18768.339
375413122033301,T375413122033301,CA_Walnut,CSQA,WALNUT C A CIVIC DR A WALNUT CREEK CA,37.903522,-122.059163,2.311,0.233,21.48,33.20,27.34,17.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230400,,20.35,52.26,50.75,0.00,16.42,1.49,5.97,25.37,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,241200,100.00,0.00,1986.059,3329.137,,,,,12741.303
375701121564401,T375701121564401,CA_MtDiablo,CSQA,MT DIABLO C A CLAYTON CA,37.950884,-121.946997,1.630,0.163,0.00,3.98,17.61,56.82,0.00,0.00,0.00,0.00,21.59,0.00,0.00,0.00,0.00,0.00,0.00,158400,,21.23,12.53,2.13,0.00,6.38,0.00,21.28,34.04,19.15,,17.02,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,169200,100.00,0.00,473.340,1098.178,,,,,2101.059
375746122195501,T375746122195501,CA_SanPabloPort,CSQA,SAN PABLO C A EL PORTAL DR A SAN PABLO CA,37.962892,-122.334454,2.017,0.205,1.71,24.79,24.36,49.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210600,,33.19,29.56,29.82,0.00,17.54,3.51,15.79,28.07,5.26,,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,205200,100.00,0.00,722.361,1562.842,,,,,8209.793
375807122124001,T375807122124001,CA_Pinole,CSQA,PINOLE C BL ALHAMBRA VALLEY RD NR PINOLE CA,37.96969,-122.2177,1.126,0.116,0.00,0.00,0.00,38.28,0.00,0.00,10.94,10.94,18.75,0.00,0.00,0.00,18.75,2.34,0.00,115200,,40.85,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,100.00,,0.00,0.00,118800,0.00,0.00,0.016,0.065,,,,,7294.134
375808122172601,T375808122172601,CA_Wilkie,CSQA,WILKIE C A SANTA RITA RD NR RICHMOND CA,37.9689,-122.29049,0.339,0.036,2.44,26.83,26.83,41.46,0.00,0.00,0.00,0.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,36900,,13.17,29.83,88.89,0.00,0.00,0.00,0.00,0.00,0.00,,11.11,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,32400,100.00,0.00,221.900,594.240,,,,,3615.129
375819122035801,T375819122035801,CA_Grayson,CSQA,GRAYSON C A GOLF CLUB RD NR PLEASANT HILL CA,37.973469,-122.065368,1.562,0.159,3.89,26.67,47.78,21.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162000,,5.31,37.08,23.68,0.00,2.63,10.53,7.89,31.58,23.68,,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,136800,100.00,0.00,537.891,1189.867,,,,,8371.310
380345122345201,T380345122345201,CA_ArroyoNov,CSQA,ARROYO SAN JOSE A FAIRWAY DR NR NOVATO CA,38.061454,-122.57951,0.364,0.040,0.00,0.00,4.76,0.00,0.00,0.00,45.24,9.52,40.48,0.00,0.00,0.00,0.00,0.00,0.00,37800,,42.07,1.57,0.00,0.00,0.00,0.00,0.00,0.00,16.67,,83.33,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,43200,100.00,0.00,178.518,425.977,,,,,11689.953
380410122315501,T380410122315501,CA_ArroyoDig,CSQA,ARROYO SAN JOSE A DIGITAL DR NR NOVATO CA,38.069179,-122.533829,1.148,0.119,12.03,53.38,29.32,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119700,,4.54,54.59,60.00,0.00,6.67,3.33,0.00,26.67,3.33,,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,108000,100.00,0.00,764.566,1953.348,,,,,13185.555
381441122064301,T381441122064301,CA_Suisan,CSQA,SUISUN C A ROCKVILLE CA,38.24506,-122.11213,2.099,0.213,0.00,0.00,2.11,1.69,0.00,0.00,0.00,0.00,0.00,0.00,92.83,0.00,3.38,0.00,0.00,213300,,16.61,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,96.61,0.00,,0.00,3.39,,0.00,0.00,212400,0.00,96.61,7.408,17.127,,,,,4215.346
381556122280201,T381556122280201,CA_SonomaWat,CSQA,SONOMA C A WATMAUGH RD BR NR SONOMA CA,38.26576,-122.46748,2.274,0.229,0.00,0.38,6.08,18.63,0.00,2.66,0.00,39.16,2.66,16.73,9.51,0.00,4.18,0.00,0.00,236700,,43.75,3.47,3.45,0.00,0.00,1.72,0.00,0.00,18.97,,0.00,34.48,6.90,0.00,,0.00,34.48,,0.00,0.00,208800,24.14,6.90,37.241,76.377,,,,,1231.542
381740122395901,T381740122395901,CA_Lichau,CSQA,LICHAU C A PENNGROVE CA,38.294642,-122.666348,1.300,0.133,5.16,29.03,27.10,18.71,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,139500,,4.30,34.01,15.79,23.68,0.00,10.53,0.00,0.00,23.68,,0.00,2.63,0.00,15.79,,0.00,7.89,,0.00,0.00,136800,73.68,15.79,231.201,510.329,,,,,8746.863
382017122161101,T382017122161101,CA_Milliken,CSQA,MILLIKEN C BL HEDGESIDE AVE NR NAPA CA,38.33733,-122.271008,1.653,0.168,0.00,5.35,19.79,40.11,0.00,0.00,0.00,4.28,18.18,0.00,12.30,0.00,0.00,0.00,0.00,168300,,25.61,12.81,0.00,0.00,0.00,0.00,22.22,0.00,40.00,,0.00,20.00,17.78,0.00,,0.00,0.00,,0.00,0.00,162000,62.22,17.78,279.524,181.220,,,,,1473.351
382035121575501,T382035121575501,CA_Alamo,CSQA,ALAMO C A TULARE RD BR NR VACAVILLE CA,38.343099,-121.965653,1.747,0.174,0.53,28.42,42.63,28.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,171000,,16.58,35.63,0.00,0.00,2.00,0.00,22.00,76.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,180000,100.00,0.00,739.657,1888.940,,,,,4151.011
382245122001601,T382245122001601,CA_Ulatis,CSQA,ULATIS C A FARRELL RD NR VACAVILLE CA,38.37911,-122.003065,1.445,0.147,0.00,1.21,6.06,5.45,0.00,0.00,0.00,0.00,38.18,7.27,33.94,0.00,7.88,0.00,0.00,148500,,22.00,3.22,14.63,0.00,0.00,0.00,0.00,2.44,2.44,,0.00,34.15,41.46,0.00,,0.00,2.44,,0.00,2.44,147600,19.51,41.46,22.411,56.534,,,,,9708.460
382346122521201,T382346122521201,CA_NoNameMonty,CSQA,UNNAMED TRIB A MONTGOMERY RD NR SEBASTOPOL CA,38.39586,-122.87022,1.172,0.120,0.00,0.75,8.96,32.84,0.00,0.00,0.75,8.21,48.51,0.00,0.00,0.00,0.00,0.00,0.00,120600,,18.01,6.20,2.86,0.00,8.57,0.00,0.00,0.00,34.29,,0.00,34.29,0.00,11.43,,0.00,8.57,,0.00,0.00,126000,45.71,11.43,72.851,137.381,,,,,10804.413
382619122531401,T382619122531401,CA_Green,CSQA,GREEN VALLEY C A GRATON CA,38.438729,-122.887214,1.409,0.144,0.00,0.00,0.00,3.75,0.00,3.13,0.00,31.25,26.88,11.88,16.88,0.00,6.25,0.00,0.00,144000,,32.27,0.07,0.00,0.00,0.00,0.00,0.00,0.00,5.26,,0.00,15.79,23.68,15.79,,0.00,39.47,,0.00,0.00,136800,5.26,39.47,42.480,95.024,,,,,195.705
382634122315201,T382634122315201,CA_SonomaAdobe,CSQA,SONOMA C A ADOBE CYN RD NR KENWOOD CA,38.442652,-122.53108,1.013,0.104,0.00,0.00,0.00,16.96,0.00,0.00,83.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100800,,82.40,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,100.00,,0.00,0.00,93600,0.00,0.00,0.000,0.000,,,,,4754.800
383039122502401,T383039122502401,CA_Windsor,CSQA,WINDSOR C A MARK WEST STATION RD NR WINDSOR CA,38.511018,-122.839777,1.814,0.184,0.00,0.00,0.00,3.88,0.00,3.40,0.00,0.00,15.53,18.93,58.25,0.00,0.00,0.00,0.00,185400,,12.80,0.36,0.00,0.00,0.00,0.00,0.00,0.00,1.96,,0.00,11.76,76.47,5.88,,0.00,3.92,,0.00,0.00,183600,1.96,82.35,50.178,111.449,,,,,793.008
383109122363301,T383109122363301,CA_MarkWTar,CSQA,MARK WEST C A TARWATER RD NR CALISTOGA CA,38.519111,-122.609482,1.020,0.107,0.00,0.00,0.00,30.08,0.00,0.00,61.79,6.50,0.00,1.63,0.00,0.00,0.00,0.00,0.00,110700,,75.18,0.55,0.00,0.00,0.00,6.25,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,93.75,,0.00,0.00,115200,6.25,0.00,16.000,20.569,,,,,14266.915
383305122311901,T383305122311901,CA_Ritchey,CSQA,RITCHEY C NR DEER PARK CA,38.551469,-122.520981,0.807,0.085,0.00,0.00,0.00,0.00,0.00,0.00,64.71,35.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91800,,72.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,100.00,,0.00,0.00,82800,0.00,0.00,0.000,0.000,,,,,9258.875
383321122302101,T383321122302101,CA_NapaBale,CSQA,NAPA R A BALE LN NR DEER PARK CA,38.55534,-122.505046,2.066,0.210,0.00,0.00,0.43,4.35,0.00,0.00,0.00,0.00,1.30,7.83,71.30,0.00,14.78,0.00,0.00,207000,,9.87,0.49,1.69,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,72.88,0.00,,0.00,25.42,,0.00,0.00,212400,1.69,72.88,10.079,14.447,,,,,995.972
383719122462501,T383719122462501,CA_Maacama,CSQA,MAACAMA C A CHALK HILL RD BR NR HEALDSBURG CA,38.621109,-122.77544,2.072,0.210,0.00,0.00,1.29,20.26,0.00,0.00,5.17,14.66,6.47,8.19,12.93,0.00,31.03,0.00,0.00,208800,,45.04,1.22,0.00,0.00,0.00,7.02,0.00,0.00,0.00,,0.00,0.00,14.04,0.00,,0.00,78.95,,0.00,0.00,205200,7.02,14.04,5.465,11.576,,,,,1238.836
03241500,T03241500,OH_Massies,MSQA,Massies Creek at Wilberforce OH,39.72185,-83.881533,2.220,0.220,0.00,0.00,0.00,6.12,0.00,86.53,0.00,0.00,0.00,0.00,6.53,0.82,0.00,0.00,0.00,220500,,76.89,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,80.41,10.20,0.00,,0.00,9.39,0.00,0.00,0.00,220500,0.00,10.20,9.758,414.438,1.255,,,,
03259000,T03259000,OH_Mill,MSQA,Mill Creek at Carthage OH,39.20462,-84.473544,2.490,0.250,5.30,35.69,27.21,17.31,0.00,8.13,4.24,0.00,0.00,0.00,0.00,0.00,0.00,2.12,0.00,254700,,29.22,38.24,8.13,14.13,48.41,6.01,0.00,6.01,0.00,,17.31,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,254700,100.00,0.00,73.919,159.202,10.946,,,,
03271000,T03271000,OH_Wolf,MSQA,Wolf Creek at Dayton OH,39.76668,-84.237,2.250,0.230,0.00,4.38,25.90,23.51,0.00,36.26,1.99,0.00,0.00,0.00,0.00,0.00,0.00,7.97,0.00,225900,,46.88,12.51,1.99,2.79,9.16,3.98,21.51,13.55,0.00,,47.01,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,225900,100.00,0.00,272.505,666.876,2.820,,,,
03336645,T03336645,IL_MidVermilion,MSQA,"MIDDLE FORK VERMILION RIVER ABOVE OAKWOOD, IL",37.442532,-86.564393,3.050,0.310,0.00,0.29,3.53,2.35,0.00,75.59,0.00,0.00,0.29,0.00,0.00,0.00,5.00,0.00,12.94,306000,,47.81,1.49,0.00,0.00,0.00,0.00,0.29,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,79.12,8.24,12.35,0.00,306000,0.29,0.00,0.000,0.000,1.533,,,,
03336890,T03336890,IL_Spoon,MSQA,"SPOON RIVER NEAR ST. JOSEPH, IL",40.136032,-87.746077,2.040,0.210,0.00,0.00,0.86,0.43,0.00,2.16,0.00,0.00,0.00,0.00,96.55,0.00,0.00,0.00,0.00,208800,,3.19,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,98.28,0.00,,0.00,1.72,0.00,0.00,0.00,208800,0.00,98.28,1.713,4.407,0.491,,,,
03340900,T03340900,IN_Raccoon,MSQA,"BIG RACCOON CREEK AT FERNDALE, IN",40.161316,-88.026459,2.750,0.280,0.00,0.00,0.65,14.61,0.00,55.19,0.00,0.00,0.00,0.00,3.90,9.74,15.26,0.00,0.65,277200,,49.42,0.98,0.00,0.00,0.00,3.57,0.00,0.00,0.97,,0.00,26.30,7.14,0.32,,15.91,43.51,0.00,0.32,1.95,277200,4.55,23.38,12.305,8.700,7.221,,,,
03351072,T03351072,IN_Williams,MSQA,"WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN",39.702251,-87.078061,1.630,0.160,0.00,3.39,1.69,16.38,0.00,58.76,0.00,0.00,0.00,2.82,0.00,2.26,0.00,9.60,5.08,159300,,59.60,3.34,0.00,0.00,7.91,0.00,0.00,14.12,0.00,,13.56,49.72,0.00,0.00,,2.26,8.47,0.00,3.95,0.00,159300,35.59,2.26,103.791,235.277,3.057,,,,
03352875,T03352875,IN_Fall,MSQA,"FALL CREEK AT 16TH STREET AT INDIANAPOLIS, IN",39.923295,-86.17097,2.920,0.300,1.51,9.06,21.75,25.08,0.00,1.81,4.23,0.00,0.00,0.00,0.00,0.00,1.81,21.15,13.60,297900,,31.51,15.47,17.22,6.34,12.69,1.21,24.77,0.91,0.00,,22.96,0.00,0.00,0.00,,0.00,0.00,0.00,13.90,0.00,297900,86.10,0.00,7.455,9.541,1.265,,,,
03353200,T03353200,IN_Eagle,MSQA,"EAGLE CREEK AT ZIONSVILLE, IN",39.78169,-86.17724,2.440,0.250,0.00,0.00,4.66,12.90,0.00,33.33,0.00,0.00,0.00,1.43,12.54,17.20,16.13,1.79,0.00,251100,,46.05,2.57,1.08,0.00,0.00,0.00,3.23,0.00,6.09,,31.90,22.94,17.56,0.00,,13.62,3.58,0.00,0.00,0.00,251100,42.29,31.18,69.101,152.893,3.030,,,,
03383782,T03383782,KY_Richland,MSQA,"RICHLAND CREEK AT CARBONDALE RD NEAR RICHLAND, KY",39.946833,-86.259265,1.490,0.150,0.00,0.00,0.00,0.00,0.00,81.98,0.00,0.00,0.00,0.00,3.49,0.00,14.53,0.00,0.00,154800,,77.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,12.79,0.00,,0.00,68.60,0.00,0.00,18.60,154800,0.00,12.79,3.307,5.764,,,,,
03384450,T03384450,IL_Lusk,MSQA,"LUSK CREEK NEAR EDDYVILLE, IL",37.25765,-87.596883,2.050,0.210,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207900,,80.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,100.00,0.00,0.00,0.00,207900,0.00,0.00,0.000,0.000,,,,,
03611200,T03611200,IL_Massac.ECO,MSQA,"MASSAC CREEK AT METROPOLIS, IL",37.16122,-88.712732,1.820,,0.00,0.00,1.46,2.43,0.00,70.39,0.00,0.00,0.00,0.00,25.73,0.00,0.00,0.00,0.00,185400,,39.89,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,61.65,31.55,0.00,,0.00,6.80,0.00,0.00,0.00,185400,0.00,31.55,12.709,30.821,1.201,,,,
040852508,T040852508,WI_Tisch,MSQA,"TISCH MILLS CREEK AT TISCH MILLS, WI",44.32785,-87.63634,1.490,0.110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,0.00,1.19,0.60,5.36,71.43,0.00,0.00,151200,,78.07,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,,0.00,0.00,1.79,0.00,,22.62,56.55,0.00,0.00,14.88,151200,4.17,24.40,9.247,22.991,,,,,
040857005,T040857005,WI_Otter,MSQA,"OTTER CREEK AT WILLOW ROAD NEAR PLYMOUTH, WI",43.78857,-87.92235,1.390,0.180,0.00,0.00,0.00,0.00,0.00,14.29,0.00,4.08,0.00,2.04,28.57,31.97,13.61,5.44,0.00,132300,,24.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,35.37,10.88,,29.25,24.49,0.00,0.00,0.00,132300,0.00,75.51,4.454,16.569,,,,,
040869416,T040869416,WI_Lincoln,MSQA,"LINCOLN CREEK @ SHERMAN BOULEVARD AT MILWAUKEE, WI",43.097165,-87.967795,1.540,0.140,0.00,9.14,62.86,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157500,,13.06,30.60,25.14,0.00,0.00,12.00,25.14,37.71,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,157500,100.00,0.00,672.022,1670.335,15.080,,,,
04087119,T04087119,WI_HoneyWau,MSQA,"HONEY CREEK AT WAUWATOSA, WI",43.04438,-88.0025,1.440,0.150,1.21,4.85,35.76,35.76,0.00,20.00,0.00,1.82,0.61,0.00,0.00,0.00,0.00,0.00,0.00,148500,,46.15,18.55,0.00,0.00,0.00,0.00,55.15,19.39,0.00,,25.45,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,148500,100.00,0.00,548.850,1030.642,10.337,,,,
05299770,T05299770,MN_Florida,MSQA,"FLORIDA CREEK AT 171ST AVE NEAR MARIETTA, MN",44.906103,-96.317496,2.480,0.130,0.00,0.00,0.00,8.14,0.00,0.00,0.00,0.00,0.00,0.00,5.81,0.00,9.69,76.36,0.00,232200,,3.26,0.56,0.00,0.00,0.00,0.78,0.00,0.00,0.00,,0.00,0.00,3.49,3.10,,3.10,19.38,0.00,0.00,70.16,232200,0.78,9.69,0.137,0.273,2.457,,,,
05315295,T05315295,MN_Threemile,MSQA,"THREEMILE CREEK AT 210TH AVE NEAR GHENT, MN",44.492186,-95.871829,2.210,0.160,0.00,0.00,0.42,10.83,0.00,0.83,0.00,0.00,0.00,0.00,59.58,0.00,0.00,28.33,0.00,216000,,0.72,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,75.00,7.50,,0.00,16.25,0.00,0.00,1.25,216000,0.00,82.50,0.446,1.392,3.466,,,,
0531656290,T0531656290,MN_WBeaver,MSQA,"WEST FORK BEAVER CREEK AT 320 ST. NEAR BECHYN, MN",44.690435,-95.035986,2.390,0.240,0.00,0.00,0.00,2.30,0.00,1.53,0.00,0.00,3.07,0.00,9.96,6.13,28.35,48.66,0.00,234900,,7.40,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,14.18,0.00,,6.90,14.94,0.00,0.00,63.98,234900,0.00,21.07,0.305,0.949,1.272,,,,
05320410,T05320410,MN_Maple,MSQA,"MAPLE RIVER AT HWY 30 NEAR MAPLETON, MN",43.907819,-94.057332,2.700,0.150,0.00,0.00,0.00,3.07,0.00,0.00,0.00,0.00,11.60,0.00,10.92,0.00,74.40,0.00,0.00,263700,,57.97,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,12.29,0.00,,1.71,80.55,0.00,0.00,5.46,263700,0.00,13.99,1.426,3.328,0.108,,,,
05325148,T05325148,MN_Sevenmile,MSQA,"SEVENMILE CK BLW FOOTBRIDGE IN PARK NR KASOTA, MN",44.2625,-94.0294,1.970,0.220,0.00,0.00,0.00,0.00,2.84,69.67,0.00,0.00,3.79,0.00,3.32,20.38,0.00,0.00,0.00,189900,,49.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,3.32,0.95,,12.80,82.94,0.00,0.00,0.00,189900,0.00,17.06,1.189,2.968,,,,,
05418180,T05418180,IA_Johns,MSQA,"Johns Creek near Worthington, IA",42.402725,-91.06738,1.230,0.230,0.00,0.00,0.00,0.00,0.00,22.63,0.00,0.00,12.41,0.00,59.85,5.11,0.00,0.00,0.00,123300,,21.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,64.23,0.00,,2.19,33.58,0.00,0.00,0.00,123300,0.00,66.42,1.161,3.479,,,,,
05418400,T05418400,IA_Maquoketa,MSQA,"North Fork Maquoketa River near Fulton, IA",42.165735,-90.729952,3.110,0.260,0.00,0.00,0.00,1.70,0.00,5.68,0.00,0.00,11.93,0.00,36.93,0.57,0.00,26.70,16.48,316800,,9.62,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,42.05,0.00,,1.42,37.50,0.00,18.18,0.85,316800,0.00,43.47,1.665,4.145,,,,,
05420520,T05420520,IA_Wapsipinicon,MSQA,"Wapsipinicon River at McIntire, IA",43.443925,-92.611259,1.870,0.350,0.00,0.00,0.00,0.00,0.00,76.88,0.00,0.00,8.75,0.00,14.38,0.00,0.00,0.00,0.00,144000,,65.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,8.75,5.63,,0.00,85.63,0.00,0.00,0.00,144000,0.00,14.38,0.225,0.315,,,,,
05426400,T05426400,WI_Scuppernong,MSQA,"SCUPPERNONG RIVER NEAR PALMYRA, WI",42.885166,-88.54076,1.830,0.200,0.00,0.00,0.00,0.00,0.00,4.06,0.00,0.00,0.00,0.00,16.24,0.00,14.21,65.48,0.00,177300,,18.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,12.18,0.00,,0.00,82.74,0.00,0.00,5.08,177300,0.00,12.18,1.094,2.269,,,,,
05451112,T05451112,IA_IowaH,MSQA,"South Fork Iowa River at H Avenue near Buckeye, IA",42.43785,-93.3428,2.420,0.130,0.00,0.00,0.38,6.77,0.00,19.92,0.00,0.00,14.29,0.00,9.40,12.03,12.41,24.81,0.00,239400,,27.39,0.29,0.00,0.00,0.00,1.13,0.00,0.00,0.00,,0.00,0.00,14.66,2.26,,12.03,60.90,0.00,0.00,9.02,239400,1.13,28.95,1.218,1.843,0.422,,,,
05451210,T05451210,IA_IowaProv,MSQA,"South Fork Iowa River NE of New Providence, IA",42.315139,-93.152967,2.770,0.310,0.00,0.00,0.98,2.61,0.00,27.04,0.00,0.00,10.75,0.00,14.01,7.17,29.32,8.14,0.00,276300,,39.89,0.41,0.00,0.00,0.00,0.65,0.00,0.00,0.00,,0.00,0.00,12.38,2.61,,10.10,69.71,0.00,0.00,4.56,276300,0.65,25.08,3.382,8.314,0.367,,,,
05455095,T05455095,IA_OldMan,MSQA,"Old Mans Creek at Kansas Ave SW near Iowa City, IA",41.60789,-91.667722,2.700,0.150,0.00,0.00,0.00,0.00,0.00,29.35,0.00,0.00,2.39,0.00,17.75,0.00,46.08,4.44,0.00,263700,,35.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,27.30,0.00,,0.00,49.49,0.00,0.00,23.21,263700,0.00,27.30,2.149,5.274,,,,,
