"SITE_NO","RSQA_STUDY","RSQA_STUDY_DESC","STATION_NM","LAT_VA","LONG_VA","DEC_LAT_VA","DEC_LONG_VA","COORD_METH_DESC","COORD_ACY_DESC","COORD_DATUM_CD","COUNTY_NM","STATE_NM","STATE_ABBREV"
"12072679       ","PNSQA","Pacific Northwest Stream-Quality Assessment","CRESCENT CR AT CRESCENT VAL DR NR GIG HARBOR, WA"," 472129    "," 1223438    ","47.3578750116894","-122.578463329899","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Pierce County","Washington","WA"
"12073500       ","PNSQA","Pacific Northwest Stream-Quality Assessment","HUGE CREEK NEAR WAUNA, WA"," 472322    "," 1224152    ","47.3892620484497","-122.699024148903","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Pierce County","Washington","WA"
"11159200       ","CSQA","California Stream-Quality Assessment","CORRALITOS C A FREEDOM CA"," 365622    "," 1214610    ","36.9393968095687","-121.770506476745","Interpolated from map","Accurate to +/- 5 seconds","NAD27     ","Santa Cruz County","California","CA"
"390227092234101","MSQA","Midwest Stream-Quality Assessment","Perche Creek near Columbia, MO"," 390228.60 "," 0922341.40 ","39.0412777777778","-92.3948333333333","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Boone County","Missouri","MO"
"05451210       ","MSQA","Midwest Stream-Quality Assessment","South Fork Iowa River NE of New Providence, IA"," 421854.3  "," 0930907.4  ","42.3150833333333","-93.1520555555556","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Hardin County","Iowa","IA"
"01209700       ","NESQA","Northeast Stream-Quality Assessment","NORWALK RIVER AT SOUTH WILTON, CT"," 410949.56 "," 0732510.36 ","41.1637666666667","-73.4195444444445","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Fairfield County","Connecticut","CT"
"01170095       ","NESQA","Northeast Stream-Quality Assessment","GREEN RIVER AT STEWARTVILLE, MA"," 424258.6  "," 0724010.3  ","42.7162777777778","-72.6695277777778","Interpolated from map","Unknown","NAD83     ","Franklin County","Massachusetts","MA"
"11153650       ","CSQA","California Stream-Quality Assessment","LLAGAS C NR GILROY"," 365915    "," 1213134    ","36.9874485844921","-121.527162172623","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Santa Clara County","California","CA"
"11169800       ","CSQA","California Stream-Quality Assessment","COYOTE C NR GILROY CA"," 370440    "," 1212936    ","37.0777228588934","-121.494383217862","Interpolated from map","Accurate to +/- 5 seconds","NAD27     ","Santa Clara County","California","CA"
"11153470       ","CSQA","California Stream-Quality Assessment","LLAGAS C AB CHESBRO RES NR MORGAN HILL CA"," 370854    "," 1214606    ","37.1483333333333","-121.768333333333","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Santa Clara County","California","CA"
"375819122035801","CSQA","California Stream-Quality Assessment","GRAYSON C A GOLF CLUB RD NR PLEASANT HILL CA"," 375819.20 "," 1220357.60 ","37.972","-122.066","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Contra Costa County","California","CA"
"11182400       ","CSQA","California Stream-Quality Assessment","ARROYO DEL HAMBRE A MARTINEZ CA"," 380012    "," 1220744    ","38.0032551254723","-122.129965086248","Interpolated from map","Accurate to +/- 5 seconds","NAD27     ","Contra Costa County","California","CA"
"11181000       ","CSQA","California Stream-Quality Assessment","SAN LORENZO C A HAYWARD CA"," 374108    "," 1220348    ","37.6854864443737","-122.06440702692","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Alameda County","California","CA"
"11179100       ","CSQA","California Stream-Quality Assessment","ALAMEDA C NR FREMONT CA"," 373400    "," 1220002    ","37.5666024525516","-122.001627784168","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Alameda County","California","CA"
"11181008       ","CSQA","California Stream-Quality Assessment","CASTRO VALLEY C A HAYWARD CA"," 374048    "," 1220446    ","37.67993112739","-122.080518632331","Interpolated from map","Accurate to +/- 5 seconds","NAD27     ","Alameda County","California","CA"
"12126910       ","PNSQA","Pacific Northwest Stream-Quality Assessment","SWAMP CREEK NEAR MOUNTLAKE TERRACE, WA"," 474731.97 "," 1221522.70 ","47.7922138888889","-122.256305555556","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Snohomish County","Washington","WA"
"03351072       ","MSQA","Midwest Stream-Quality Assessment","WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN"," 395537    "," 0861020    ","39.9269840212889","-86.1722113686287","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Hamilton County","Indiana","IN"
"02336526       ","SESQA","Southeast Stream-Quality Assessment","PROCTOR CREEK AT JACKSON PARKWAY, AT ATLANTA, GA"," 334739    "," 0842828    ","33.7942725548283","-84.4743746732219","Interpolated from map","Unknown","NAD27     ","Fulton County","Georgia","GA"
"02337410       ","SESQA","Southeast Stream-Quality Assessment","DOG RIVER AT GA 5, NEAR FAIRPLAY, GA"," 333913.7  "," 0844915.7  ","33.6538055555556","-84.8210277777778","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Douglas County","Georgia","GA"
"385638091364601","MSQA","Midwest Stream-Quality Assessment","Loutre River near Montgomery City, MO"," 385637.55 "," 0913646.12 ","38.9437638888889","-91.6128111111111","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Montgomery County","Missouri","MO"
"06893620       ","MSQA","Midwest Stream-Quality Assessment","Rock Creek at Kentucky Road in Independence, MO"," 390643    "," 0942820    ","39.1119444444444","-94.4722222222222","Unknown","Accurate to +/- 1 second","NAD83     ","Jackson County","Missouri","MO"
"394254094092301","MSQA","Midwest Stream-Quality Assessment","Brushy Creek near Cameron, MO"," 394254.48 "," 0940923.05 ","39.7151333333333","-94.1564027777778","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Caldwell County","Missouri","MO"
"372303121542901","CSQA","California Stream-Quality Assessment","COYOTE C BL CHARCOT AVE NR SAN JOSE CA"," 372303.48 "," 1215428.80 ","37.3843","-121.908","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Santa Clara County","California","CA"
"12112600       ","PNSQA","Pacific Northwest Stream-Quality Assessment","BIG SOOS CREEK ABOVE HATCHERY NEAR AUBURN, WA"," 471845    "," 1220951    ","47.3123228948956","-122.165396004194","Interpolated from map","Accurate to +/- 1 second","NAD27     ","King County","Washington","WA"
"375413122033301","CSQA","California Stream-Quality Assessment","WALNUT C A CIVIC DR A WALNUT CREEK CA"," 375413.21 "," 1220333.18 ","37.9036694444444","-122.059216666667","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Contra Costa County","California","CA"
"375257122050001","CSQA","California Stream-Quality Assessment","LAS TRAMPAS C A LAFAYETTE CA"," 375256.63 "," 1220559.99 ","37.8823972222222","-122.099997222222","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Contra Costa County","California","CA"
"375220122104201","CSQA","California Stream-Quality Assessment","SAN PABLO C A MORAGA WAY A ORINDA CA"," 375152.23 "," 1221020.30 ","37.8645083333333","-122.172305555556","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Contra Costa County","California","CA"
"384224087353601","MSQA","Midwest Stream-Quality Assessment","ALLISON DITCH NEAR VINCENNES, IN"," 384304.0  "," 0873539.7  ","38.7177777777778","-87.5943611111111","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Lawrence County","Illinois","IL"
"383158092192001","MSQA","Midwest Stream-Quality Assessment","North Moreau Creek nr Jefferson City, MO"," 383208.30 "," 0921908.10 ","38.5356388888889","-92.3189166666667","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Cole County","Missouri","MO"
"0208732885     ","SESQA","Southeast Stream-Quality Assessment","MARSH CREEK NEAR NEW HOPE, NC"," 354901    "," 0783535    ","35.8169444444444","-78.5930555555556","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Wake County","North Carolina","NC"
"05418180       ","MSQA","Midwest Stream-Quality Assessment","Johns Creek near Worthington, IA"," 422349.8  "," 0910344.1  ","42.3971666666667","-91.06225","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Dubuque County","Iowa","IA"
"12110495       ","PNSQA","Pacific Northwest Stream-Quality Assessment","JENKINS CREEK NEAR COVINGTION, WA"," 472038.76 "," 1220723.52 ","47.3441","-122.1232","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","King County","Washington","WA"
"01096710       ","NESQA","Northeast Stream-Quality Assessment","ASSABET RIVER AT ALLEN STREET AT NORTHBOROUGH, MA"," 421946    "," 0713748    ","42.3294444444444","-71.63","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Worcester County","Massachusetts","MA"
"375312122113501","CSQA","California Stream-Quality Assessment","SAN PABLO C A ORINDA CA"," 375311.59 "," 1221135.23 ","37.8865527777778","-122.193119444444","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Contra Costa County","California","CA"
"375808122172601","CSQA","California Stream-Quality Assessment","WILKIE C A SANTA RITA RD NR RICHMOND CA"," 375807.83 "," 1221725.99 ","37.9688416666667","-122.290552777778","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Contra Costa County","California","CA"
"375746122195501","CSQA","California Stream-Quality Assessment","SAN PABLO C A EL PORTAL DR A SAN PABLO CA"," 375746.08 "," 1221955.19 ","37.9628","-122.331997222222","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Contra Costa County","California","CA"
"375701121564401","CSQA","California Stream-Quality Assessment","MT DIABLO C A CLAYTON CA"," 375701.31 "," 1215644.33 ","37.9503638888889","-121.945647222222","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Contra Costa County","California","CA"
"400856089562001","MSQA","Midwest Stream-Quality Assessment","HERGET DRAINAGE DITCH NEAR KILBOURNE, IL"," 400856    "," 0895620    ","40.1488888888889","-89.9388888888889","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Mason County","Illinois","IL"
"11458300       ","CSQA","California Stream-Quality Assessment","NAPA C A NAPA"," 381807    "," 1221810    ","38.3018587968237","-122.303863358125","Interpolated from map","Accurate to +/- 5 seconds","NAD27     ","Napa County","California","CA"
"382634122315201","CSQA","California Stream-Quality Assessment","SONOMA C A ADOBE CYN RD NR KENWOOD CA"," 382633.72 "," 1223151.60 ","38.4427","-122.531","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Sonoma County","California","CA"
"05420520       ","MSQA","Midwest Stream-Quality Assessment","Wapsipinicon River at McIntire, IA"," 432635.8  "," 0923640.5  ","43.4432777777778","-92.61125","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Mitchell County","Iowa","IA"
"05487550       ","MSQA","Midwest Stream-Quality Assessment","Walnut Creek near Vandalia, IA"," 413213.3  "," 0931532.3  ","41.5370277777778","-93.2589722222222","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Jasper County","Iowa","IA"
"02093800       ","SESQA","Southeast Stream-Quality Assessment","REEDY FORK NEAR OAK RIDGE, NC"," 361021    "," 0795710    ","36.1725","-79.9527777777778","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Guilford County","North Carolina","NC"
"411439087065601","MSQA","Midwest Stream-Quality Assessment","HODGE DITCH STREAM AT CORD N400W NR WHEATFIELD, IN"," 411434.01 "," 0870717.54 ","41.2427805555556","-87.1215388888889","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Jasper County","Indiana","IN"
"02336152       ","SESQA","Southeast Stream-Quality Assessment","SOUTH FORK PEACHTREE AT CASA DR, NR CLARKSTON, GA"," 334837.6  "," 0841452.7  ","33.8104444444444","-84.2479722222222","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","DeKalb County","Georgia","GA"
"412911089540101","MSQA","Midwest Stream-Quality Assessment","GREEN RIVER NEAR HOOPPOLE, IL"," 412911    "," 0895401    ","41.4863888888889","-89.9002777777778","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Henry County","Illinois","IL"
"392158086035901","MSQA","Midwest Stream-Quality Assessment","NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN"," 392157.98 "," 0860359.06 ","39.3661055555556","-86.0664055555555","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Johnson County","Indiana","IN"
"01194000       ","NESQA","Northeast Stream-Quality Assessment","EIGHTMILE RIVER AT NORTH PLAIN, CT"," 412630.01 "," 0721957.64 ","41.4416694444444","-72.3326777777778","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Middlesex County","Connecticut","CT"
"01196620       ","NESQA","Northeast Stream-Quality Assessment","MILL RIVER NEAR HAMDEN, CT"," 412513.49 "," 0725409.57 ","41.4204138888889","-72.9026583333333","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","New Haven County","Connecticut","CT"
"11148900       ","CSQA","California Stream-Quality Assessment","NACIMIENTO R BL SAPAQUE C NR BRYSON CA"," 354719    "," 1210534    ","35.7885791842615","-121.093804758793","Interpolated from map","Accurate to +/- 5 seconds","NAD27     ","San Luis Obispo County","California","CA"
"372716122080801","CSQA","California Stream-Quality Assessment","SAN FRANCISQUITO C DS OF NEWELL RD BR A PALO ALTO"," 372716    "," 1220808    ","37.4543832149312","-122.136630512986","Interpolated from map","Accurate to +/- 1 second","NAD27     ","San Mateo County","California","CA"
"02085500       ","SESQA","Southeast Stream-Quality Assessment","FLAT RIVER AT BAHAMA, NC"," 361058    "," 0785244    ","36.1827777777778","-78.8788888888889","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Durham County","North Carolina","NC"
"05483341       ","MSQA","Midwest Stream-Quality Assessment","Beaver Creek at Glendon, IA"," 413521.3  "," 0942405.8  ","41.58925","-94.4016111111111","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Guthrie County","Iowa","IA"
"02088000       ","SESQA","Southeast Stream-Quality Assessment","MIDDLE CREEK NEAR CLAYTON, NC"," 353415    "," 0783526    ","35.5708333333333","-78.5905555555556","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Johnston County","North Carolina","NC"
"12073425       ","PNSQA","Pacific Northwest Stream-Quality Assessment","MINTER CREEK ABOVE HUGE CREEK NEAR WAUNA, WA"," 472323    "," 1224138    ","47.3895398782738","-122.695135125157","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Pierce County","Washington","WA"
"12128040       ","PNSQA","Pacific Northwest Stream-Quality Assessment","PIPERS CREEK AT CARKEEK PARK, AT SEATTLE, WA"," 474242    "," 1222220    ","47.7114865408157","-122.373462534105","Interpolated from map","Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS))","NAD27     ","King County","Washington","WA"
"12072660       ","PNSQA","Pacific Northwest Stream-Quality Assessment","OLALLA CREEK AT BURLEY OLALLA ROAD NEAR OLALLA, WA"," 472554    "," 1223429    ","47.4314857687856","-122.575965116371","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Kitsap County","Washington","WA"
"03611100       ","MSQA","Midwest Stream-Quality Assessment","MASSAC CREEK NEAR METROPOLIS, IL"," 371129.5  "," 0884231.8  ","37.1915277777778","-88.7088333333333","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Massac County","Illinois","IL"
"400227095151501","MSQA","Midwest Stream-Quality Assessment","Squaw Creek Ditch near Squaw Creek Wildlife Area"," 400227.13 "," 0951514.96 ","40.0408694444444","-95.2541555555556","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Holt County","Missouri","MO"
"02204130       ","SESQA","Southeast Stream-Quality Assessment","HONEY CREEK AT GA 212, NEAR CONYERS, GA"," 333447    "," 0840351    ","33.579834057614","-84.0640805393893","Interpolated from map","Unknown","NAD27     ","Rockdale County","Georgia","GA"
"01187300       ","NESQA","Northeast Stream-Quality Assessment","HUBBARD RIVER NEAR WEST HARTLAND, CT"," 420215.00 "," 0725621.58 ","42.0375","-72.9393277777778","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Hartford County","Connecticut","CT"
"382619122531401","CSQA","California Stream-Quality Assessment","GREEN VALLEY C A GRATON CA"," 382619.32 "," 1225313.60 ","38.4387","-122.887111111111","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Sonoma County","California","CA"
"12128000       ","PNSQA","Pacific Northwest Stream-Quality Assessment","THORNTON CREEK NEAR SEATTLE, WA"," 474145    "," 1221630    ","47.6956537828795","-122.276236841336","Interpolated from map","Accurate to +/- 1 second","NAD27     ","King County","Washington","WA"
"0214655255     ","SESQA","Southeast Stream-Quality Assessment","MCALPINE CREEK AT SR3150 NR IDLEWILD, NC"," 351033    "," 0804309    ","35.1758333333333","-80.7191666666667","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Mecklenburg County","North Carolina","NC"
"382035121575501","CSQA","California Stream-Quality Assessment","ALAMO C A TULARE RD BR NR VACAVILLE CA"," 382035.10 "," 1215755.26 ","38.3430833333333","-121.96535","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Solano County","California","CA"
"382245122001601","CSQA","California Stream-Quality Assessment","ULATIS C A FARRELL RD NR VACAVILLE CA"," 382245.01 "," 1220015.55 ","38.3791694444444","-122.004319444444","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Solano County","California","CA"
"11456500       ","CSQA","California Stream-Quality Assessment","CONN C NR OAKVILLE CA"," 382650.20 "," 1222250    ","38.4472777777778","-122.380555555556","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Napa County","California","CA"
"11465690       ","CSQA","California Stream-Quality Assessment","COLGAN C NR SANTA ROSA CA"," 382408    "," 1224355    ","38.4021352439566","-122.733043374549","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Sonoma County","California","CA"
"02338840       ","SESQA","Southeast Stream-Quality Assessment","YELLOWJACKET CREEK-HAMMETT RD, BLW HOGANSVILLE, GA"," 330822    "," 0845831    ","33.1395665268931","-84.9752150433826","Interpolated from map","Unknown","NAD27     ","Troup County","Georgia","GA"
"12113490       ","PNSQA","Pacific Northwest Stream-Quality Assessment","LONGFELLOW CREEK AB GENESEE ST NR WEST SEATTLE, WA"," 473347.8  "," 1222201.8  ","47.5632777777778","-122.367166666667","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 10 seconds","NAD83     ","King County","Washington","WA"
"05517000       ","MSQA","Midwest Stream-Quality Assessment","YELLOW RIVER AT KNOX, IN"," 411810    "," 0863714    ","41.3028196327078","-86.6205694650815","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Starke County","Indiana","IN"
"02094659       ","SESQA","Southeast Stream-Quality Assessment","SOUTH BUFFALO CREEK NR POMONA, NC"," 360258    "," 0795119    ","36.0494444444444","-79.8552777777778","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Guilford County","North Carolina","NC"
"12149490       ","PNSQA","Pacific Northwest Stream-Quality Assessment","HARRIS CREEK ABOVE NE 108TH ST NR CARNATION, WA"," 474138.07 "," 1215400.95 ","47.6939083333333","-121.900263888889","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","King County","Washington","WA"
"383321122302101","CSQA","California Stream-Quality Assessment","NAPA R A BALE LN NR DEER PARK CA"," 383321.24 "," 1223021.60 ","38.5559","-122.506","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Napa County","California","CA"
"02090380       ","SESQA","Southeast Stream-Quality Assessment","CONTENTNEA CREEK NEAR LUCAMA, NC"," 354128    "," 0780635    ","35.6911111111111","-78.1097222222222","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Wilson County","North Carolina","NC"
"05418400       ","MSQA","Midwest Stream-Quality Assessment","North Fork Maquoketa River near Fulton, IA"," 420951.6  "," 0904345.6  ","42.1643333333333","-90.7293333333333","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Jackson County","Iowa","IA"
"01112262       ","NESQA","Northeast Stream-Quality Assessment","MILL RIVER AT SUMMER STREET NEAR BLACKSTONE, MA"," 420227    "," 0713056    ","42.0408333333333","-71.5155555555556","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Worcester County","Massachusetts","MA"
"01105000       ","NESQA","Northeast Stream-Quality Assessment","NEPONSET RIVER AT NORWOOD, MA"," 421039    "," 0711205    ","42.1775987124175","-71.2008863408755","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Norfolk County","Massachusetts","MA"
"380410122315501","CSQA","California Stream-Quality Assessment","ARROYO SAN JOSE A DIGITAL DR NR NOVATO CA"," 380410.19 "," 1223155.19 ","38.0694972222222","-122.531997222222","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Marin County","California","CA"
"391114085205801","MSQA","Midwest Stream-Quality Assessment","OTTER CREEK AT W COUNTY RD 750N NR NAPOLEON, IN"," 391103.52 "," 0852103.13 ","39.1843111111111","-85.3508694444444","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Ripley County","Indiana","IN"
"02203863       ","SESQA","Southeast Stream-Quality Assessment","SHOAL CREEK AT COLUMBIA DRIVE NEAR ATLANTA, GA"," 334135.5  "," 0841514    ","33.6931944444444","-84.2538888888889","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","DeKalb County","Georgia","GA"
"12124490       ","PNSQA","Pacific Northwest Stream-Quality Assessment","BEAR CREEK AT UNION HILL RD AT REDMOND, WA"," 474030.48 "," 1220625.76 ","47.6751333333333","-122.107155555556","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","King County","Washington","WA"
"0531656290     ","MSQA","Midwest Stream-Quality Assessment","WEST FORK BEAVER CREEK AT 320 ST. NEAR BECHYN, MN"," 444125.5  "," 0950207.1  ","44.6904166666667","-95.0353055555556","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Renville County","Minnesota","MN"
"06610765       ","MSQA","Midwest Stream-Quality Assessment","Little Papillion Cr at Ak-Sar-Ben at Omaha, Nebr."," 411443    "," 0960113    ","41.2452777777778","-96.0202777777778","Unknown","Accurate to +/- 1 second","NAD83     ","Douglas County","Nebraska","NE"
"06610785       ","MSQA","Midwest Stream-Quality Assessment","West Papillion Creek at Millard, Nebr."," 411226.5  "," 0960739.4  ","41.2073611111111","-96.1276111111111","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Douglas County","Nebraska","NE"
"12123100       ","PNSQA","Pacific Northwest Stream-Quality Assessment","COTTAGE LAKE CREEK AB BEAR CREEK NEAR REDMOND, WA"," 474303    "," 1220507    ","47.7173213933746","-122.086512284277","Interpolated from map","Accurate to +/- 1 second","NAD27     ","King County","Washington","WA"
"12120500       ","PNSQA","Pacific Northwest Stream-Quality Assessment","JUANITA CREEK NEAR KIRKLAND, WA"," 474227    "," 1221251    ","47.7073207222646","-122.215402417649","Interpolated from map","Accurate to +/- 1 second","NAD27     ","King County","Washington","WA"
"01203510       ","NESQA","Northeast Stream-Quality Assessment","POOTATUCK RIVER AT SANDY HOOK, CT"," 412509.30 "," 0731655.56 ","41.41925","-73.2821","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Fairfield County","Connecticut","CT"
"01208925       ","NESQA","Northeast Stream-Quality Assessment","MILL RIVER NEAR FAIRFIELD, CT"," 410955.71 "," 0731612.03 ","41.165475","-73.2700083333333","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Fairfield County","Connecticut","CT"
"05464220       ","MSQA","Midwest Stream-Quality Assessment","Wolf Creek near Dysart, IA"," 421505.5  "," 0921756.0  ","42.2515277777778","-92.2988888888889","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Tama County","Iowa","IA"
"12120000       ","PNSQA","Pacific Northwest Stream-Quality Assessment","MERCER CREEK NEAR BELLEVUE, WA"," 473611    "," 1221047    ","47.6028771602191","-122.180956054426","Interpolated from map","Accurate to +/- 1 second","NAD27     ","King County","Washington","WA"
"02086849       ","SESQA","Southeast Stream-Quality Assessment","ELLERBE CREEK NEAR GORMAN, NC"," 360333    "," 0784958    ","36.0593110575008","-78.8325064716562","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Durham County","North Carolina","NC"
"06808495       ","MSQA","Midwest Stream-Quality Assessment","Unnamed Trib to W Nishnabotna Riv nr Randolph, IA"," 405224.6  "," 0953540.5  ","40.8735","-95.5945833333333","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Fremont County","Iowa","IA"
"05320500       ","MSQA","Midwest Stream-Quality Assessment","LE SUEUR RIVER NEAR RAPIDAN, MN"," 440635    "," 0940230    ","44.1096877655271","-94.041900219665","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Blue Earth County","Minnesota","MN"
"06800000       ","MSQA","Midwest Stream-Quality Assessment","Maple Creek near Nickerson, Nebr."," 413340.2  "," 0963227    ","41.5611666666667","-96.5408333333333","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Dodge County","Nebraska","NE"
"12119495       ","PNSQA","Pacific Northwest Stream-Quality Assessment","MAY CREEK BELOW HONEY DEW CREEK NEAR RENTON, WA"," 473115    "," 1221143    ","47.5206553442154","-122.196510674716","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD27     ","King County","Washington","WA"
"390033085300301","MSQA","Midwest Stream-Quality Assessment","OTTER CR AT N CORD 560E NR BUTLERVILLE, IN"," 390032.95 "," 0853002.70 ","39.0091527777778","-85.50075","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Jennings County","Indiana","IN"
"384240087103901","MSQA","Midwest Stream-Quality Assessment","PRAIRIE CR AT CO RD N100W NR CAPEHART, IN"," 384234.27 "," 0871107.48 ","38.7095194444444","-87.1854111111111","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Daviess County","Indiana","IN"
"382017122161101","CSQA","California Stream-Quality Assessment","MILLIKEN C BL HEDGESIDE AVE NR NAPA CA"," 382017    "," 1221611    ","38.3380555555556","-122.269722222222","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Napa County","California","CA"
"381441122064301","CSQA","California Stream-Quality Assessment","SUISUN C A ROCKVILLE CA"," 381441.27 "," 1220643.19 ","38.2447972222222","-122.111997222222","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Solano County","California","CA"
"03505550       ","SESQA","Southeast Stream-Quality Assessment","NANTAHALA RIVER NEAR HEWITT, NC"," 351818    "," 0833908    ","35.305","-83.6522222222222","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Swain County","North Carolina","NC"
